
Loading datasets...
  Plants: 11,673
  Organisms: 11,711
  Fungi: 11,711
  tier_1_tropical               : 1,659 plants
  tier_2_mediterranean          : 4,064 plants
  tier_3_humid_temperate        : 8,808 plants
  tier_4_continental            : 4,381 plants
  tier_5_boreal_polar           :   960 plants
  tier_6_arid                   : 2,404 plants

Initializing Faith's PD calculator...
Loading phylogenetic tree from: data/stage1/phlogeny/mixgb_tree_11676_species_20251027.nwk
Loading mapping from: data/stage1/phlogeny/mixgb_wfo_to_tree_mapping_11676.csv
  Tree tips: 10977
  WFO mappings: 11676
PhyloPDCalculator initialized (using TreeSwift).
✓ Faith's PD calculator loaded

================================================================================
STAGE: Stage 2: 7-Plant
================================================================================
Guild size: 7 plants
Guilds per tier: 20,000

tier_1_tropical:
  Plant pool: 1,659

  Sampling:   0%|          | 0/20000 [00:00<?, ?it/s]
  Sampling:   0%|          | 9/20000 [00:00<04:07, 80.69it/s]
  Sampling:   0%|          | 18/20000 [00:00<04:03, 81.90it/s]
  Sampling:   0%|          | 27/20000 [00:00<04:02, 82.50it/s]
  Sampling:   0%|          | 36/20000 [00:00<04:02, 82.38it/s]
  Sampling:   0%|          | 45/20000 [00:00<04:01, 82.47it/s]
  Sampling:   0%|          | 54/20000 [00:00<04:02, 82.34it/s]
  Sampling:   0%|          | 63/20000 [00:00<04:02, 82.22it/s]
  Sampling:   0%|          | 72/20000 [00:00<04:01, 82.42it/s]
  Sampling:   0%|          | 81/20000 [00:00<04:01, 82.61it/s]
  Sampling:   0%|          | 90/20000 [00:01<04:00, 82.72it/s]
  Sampling:   0%|          | 99/20000 [00:01<04:00, 82.67it/s]
  Sampling:   1%|          | 108/20000 [00:01<03:59, 82.91it/s]
  Sampling:   1%|          | 117/20000 [00:01<03:59, 82.98it/s]
  Sampling:   1%|          | 126/20000 [00:01<03:59, 83.08it/s]
  Sampling:   1%|          | 135/20000 [00:01<03:59, 83.04it/s]
  Sampling:   1%|          | 144/20000 [00:01<03:59, 83.04it/s]
  Sampling:   1%|          | 153/20000 [00:01<03:58, 83.09it/s]
  Sampling:   1%|          | 162/20000 [00:01<03:59, 82.87it/s]
  Sampling:   1%|          | 171/20000 [00:02<03:59, 82.83it/s]
  Sampling:   1%|          | 180/20000 [00:02<03:59, 82.86it/s]
  Sampling:   1%|          | 189/20000 [00:02<03:59, 82.77it/s]
  Sampling:   1%|          | 198/20000 [00:02<03:59, 82.77it/s]
  Sampling:   1%|          | 207/20000 [00:02<03:59, 82.80it/s]
  Sampling:   1%|          | 216/20000 [00:02<03:59, 82.76it/s]
  Sampling:   1%|          | 225/20000 [00:02<03:58, 82.79it/s]
  Sampling:   1%|          | 234/20000 [00:02<03:58, 82.85it/s]
  Sampling:   1%|          | 243/20000 [00:02<03:58, 82.93it/s]
  Sampling:   1%|▏         | 252/20000 [00:03<03:58, 82.88it/s]
  Sampling:  28%|██▊       | 5679/20000 [01:07<02:48, 85.14it/s]
  Sampling:  28%|██▊       | 5688/20000 [01:07<02:48, 85.04it/s]
  Sampling:  28%|██▊       | 5697/20000 [01:07<02:48, 84.98it/s]
  Sampling:  29%|██▊       | 5706/20000 [01:07<02:48, 84.96it/s]
  Sampling:  29%|██▊       | 5715/20000 [01:07<02:47, 85.18it/s]
  Sampling:  29%|██▊       | 5724/20000 [01:07<02:47, 85.31it/s]
  Sampling:  29%|██▊       | 5733/20000 [01:07<02:47, 85.29it/s]
  Sampling:  29%|██▊       | 5742/20000 [01:07<02:47, 85.09it/s]
  Sampling:  29%|██▉       | 5751/20000 [01:08<02:47, 85.16it/s]
  Sampling:  29%|██▉       | 5760/20000 [01:08<02:47, 85.26it/s]
  Sampling:  29%|██▉       | 5769/20000 [01:08<02:47, 85.21it/s]
  Sampling:  29%|██▉       | 5778/20000 [01:08<02:46, 85.20it/s]
  Sampling:  29%|██▉       | 5787/20000 [01:08<02:46, 85.53it/s]
  Sampling:  29%|██▉       | 5796/20000 [01:08<02:44, 86.44it/s]
  Sampling:  29%|██▉       | 5805/20000 [01:08<02:42, 87.36it/s]
  Sampling:  29%|██▉       | 5814/20000 [01:08<02:42, 87.48it/s]
  Sampling:  29%|██▉       | 5823/20000 [01:08<02:41, 87.91it/s]
  Sampling:  29%|██▉       | 5832/20000 [01:08<02:40, 88.00it/s]
  Sampling:  29%|██▉       | 5841/20000 [01:09<02:40, 87.98it/s]
  Sampling:  29%|██▉       | 5850/20000 [01:09<02:41, 87.38it/s]
  Sampling:  29%|██▉       | 5859/20000 [01:09<02:42, 86.77it/s]
  Sampling:  29%|██▉       | 5868/20000 [01:09<02:43, 86.20it/s]
  Sampling:  29%|██▉       | 5877/20000 [01:09<02:43, 86.48it/s]
  Sampling:  29%|██▉       | 5886/20000 [01:09<02:42, 86.95it/s]
  Sampling:  29%|██▉       | 5895/20000 [01:09<02:41, 87.43it/s]
  Sampling:  30%|██▉       | 5904/20000 [01:09<02:41, 87.51it/s]
  Sampling:  30%|██▉       | 5913/20000 [01:09<02:42, 86.72it/s]
  Sampling:  30%|██▉       | 5922/20000 [01:09<02:43, 86.22it/s]
  Sampling:  30%|██▉       | 5931/20000 [01:10<02:43, 85.95it/s]
  Sampling:  30%|██▉       | 5940/20000 [01:10<02:43, 85.81it/s]
  Sampling:  30%|██▉       | 5949/20000 [01:10<02:44, 85.59it/s]
  Sampling:  30%|██▉       | 5958/20000 [01:10<02:44, 85.44it/s]
  Sampling:  30%|██▉       | 5967/20000 [01:10<02:44, 85.51it/s]
  Sampling:  30%|██▉       | 5976/20000 [01:10<02:44, 85.38it/s]
  Sampling:  30%|██▉       | 5985/20000 [01:10<02:44, 85.29it/s]
  Sampling:  30%|██▉       | 5994/20000 [01:10<02:44, 85.16it/s]
  Sampling:  30%|███       | 6003/20000 [01:10<02:44, 85.14it/s]
  Sampling:  30%|███       | 6012/20000 [01:11<02:44, 85.19it/s]
  Sampling:  30%|███       | 6021/20000 [01:11<02:44, 84.98it/s]
  Sampling:  30%|███       | 6030/20000 [01:11<02:43, 85.25it/s]
  Sampling:  30%|███       | 6039/20000 [01:11<02:43, 85.30it/s]
  Sampling:  30%|███       | 6048/20000 [01:11<02:43, 85.16it/s]
  Sampling:  30%|███       | 6057/20000 [01:11<02:43, 85.19it/s]
  Sampling:  30%|███       | 6066/20000 [01:11<02:43, 85.27it/s]
  Sampling:  30%|███       | 6075/20000 [01:11<02:43, 85.16it/s]
  Sampling:  30%|███       | 6084/20000 [01:11<02:43, 85.17it/s]
  Sampling:  30%|███       | 6093/20000 [01:11<02:43, 85.21it/s]
  Sampling:  31%|███       | 6102/20000 [01:12<02:43, 85.25it/s]
  Sampling:  31%|███       | 6111/20000 [01:12<02:43, 85.03it/s]
  Sampling:  31%|███       | 6120/20000 [01:12<02:43, 85.05it/s]
  Sampling:  31%|███       | 6129/20000 [01:12<02:42, 85.26it/s]
  Sampling:  31%|███       | 6138/20000 [01:12<02:42, 85.21it/s]
  Sampling:  31%|███       | 6147/20000 [01:12<02:42, 85.27it/s]
  Sampling:  31%|███       | 6156/20000 [01:12<02:42, 85.12it/s]
  Sampling:  31%|███       | 6165/20000 [01:12<02:42, 85.27it/s]
  Sampling:  31%|███       | 6174/20000 [01:12<02:42, 85.22it/s]
  Sampling:  31%|███       | 6183/20000 [01:13<02:42, 85.04it/s]
  Sampling:  31%|███       | 6192/20000 [01:13<02:42, 85.17it/s]
  Sampling:  31%|███       | 6201/20000 [01:13<02:42, 85.13it/s]
  Sampling:  31%|███       | 6210/20000 [01:13<02:41, 85.24it/s]
  Sampling:  31%|███       | 6219/20000 [01:13<02:41, 85.48it/s]
  Sampling:  31%|███       | 6228/20000 [01:13<02:41, 85.15it/s]
  Sampling:  31%|███       | 6237/20000 [01:13<02:41, 85.26it/s]
  Sampling:  31%|███       | 6246/20000 [01:13<02:41, 85.25it/s]
  Sampling:  31%|███▏      | 6255/20000 [01:13<02:41, 85.24it/s]
  Sampling:  31%|███▏      | 6264/20000 [01:13<02:40, 85.40it/s]
  Sampling:  31%|███▏      | 6273/20000 [01:14<02:40, 85.34it/s]
  Sampling:  31%|███▏      | 6282/20000 [01:14<02:41, 85.20it/s]
  Sampling:  31%|███▏      | 6291/20000 [01:14<02:40, 85.20it/s]
  Sampling:  32%|███▏      | 6300/20000 [01:14<02:41, 85.00it/s]
  Sampling:  32%|███▏      | 6309/20000 [01:14<02:41, 84.96it/s]
  Sampling:  32%|███▏      | 6318/20000 [01:14<02:41, 84.88it/s]
  Sampling:  32%|███▏      | 6327/20000 [01:14<02:40, 85.15it/s]
  Sampling:  32%|███▏      | 6336/20000 [01:14<02:40, 85.08it/s]
  Sampling:  32%|███▏      | 6345/20000 [01:14<02:40, 85.08it/s]
  Sampling:  32%|███▏      | 6354/20000 [01:15<02:40, 85.09it/s]
  Sampling:  32%|███▏      | 6363/20000 [01:15<02:40, 85.12it/s]
  Sampling:  32%|███▏      | 6372/20000 [01:15<02:40, 85.00it/s]
  Sampling:  32%|███▏      | 6381/20000 [01:15<02:40, 85.05it/s]
  Sampling:  32%|███▏      | 6390/20000 [01:15<02:40, 84.99it/s]
  Sampling:  32%|███▏      | 6399/20000 [01:15<02:39, 85.01it/s]
  Sampling:  32%|███▏      | 6408/20000 [01:15<02:39, 85.25it/s]
  Sampling:  32%|███▏      | 6417/20000 [01:15<02:39, 85.27it/s]
  Sampling:  32%|███▏      | 6426/20000 [01:15<02:39, 85.32it/s]
  Sampling:  32%|███▏      | 6435/20000 [01:15<02:39, 85.08it/s]
  Sampling:  32%|███▏      | 6444/20000 [01:16<02:39, 85.00it/s]
  Sampling:  32%|███▏      | 6453/20000 [01:16<02:39, 84.77it/s]
  Sampling:  32%|███▏      | 6462/20000 [01:16<02:39, 84.67it/s]
  Sampling:  32%|███▏      | 6471/20000 [01:16<02:40, 84.55it/s]
  Sampling:  32%|███▏      | 6480/20000 [01:16<02:39, 84.58it/s]
  Sampling:  32%|███▏      | 6489/20000 [01:16<02:40, 84.42it/s]
  Sampling:  32%|███▏      | 6498/20000 [01:16<02:39, 84.62it/s]
  Sampling:  33%|███▎      | 6507/20000 [01:16<02:39, 84.44it/s]
  Sampling:  33%|███▎      | 6516/20000 [01:16<02:39, 84.65it/s]
  Sampling:  33%|███▎      | 6525/20000 [01:17<02:39, 84.71it/s]
  Sampling:  33%|███▎      | 6534/20000 [01:17<02:39, 84.67it/s]
  Sampling:  33%|███▎      | 6543/20000 [01:17<02:38, 84.77it/s]
  Sampling:  33%|███▎      | 6552/20000 [01:17<02:38, 84.77it/s]
  Sampling:  33%|███▎      | 6561/20000 [01:17<02:38, 85.01it/s]
  Sampling:  33%|███▎      | 6570/20000 [01:17<02:37, 85.03it/s]
  Sampling:  33%|███▎      | 6579/20000 [01:17<02:37, 85.00it/s]
  Sampling:  33%|███▎      | 6588/20000 [01:17<02:37, 84.95it/s]
  Sampling:  33%|███▎      | 6597/20000 [01:17<02:37, 85.05it/s]
  Sampling:  33%|███▎      | 6606/20000 [01:18<02:37, 85.14it/s]
  Sampling:  33%|███▎      | 6615/20000 [01:18<02:37, 84.89it/s]
  Sampling:  33%|███▎      | 6624/20000 [01:18<02:37, 84.83it/s]
  Sampling:  33%|███▎      | 6633/20000 [01:18<02:37, 84.87it/s]
  Sampling:  33%|███▎      | 6642/20000 [01:18<02:37, 84.83it/s]
  Sampling:  33%|███▎      | 6651/20000 [01:18<02:37, 84.80it/s]
  Sampling:  33%|███▎      | 6660/20000 [01:18<02:37, 84.86it/s]
  Sampling:  33%|███▎      | 6669/20000 [01:18<02:36, 84.98it/s]
  Sampling:  33%|███▎      | 6678/20000 [01:18<02:37, 84.85it/s]
  Sampling:  33%|███▎      | 6687/20000 [01:18<02:36, 84.88it/s]
  Sampling:  33%|███▎      | 6696/20000 [01:19<02:36, 84.77it/s]
  Sampling:  34%|███▎      | 6705/20000 [01:19<02:36, 84.87it/s]
  Sampling:  34%|███▎      | 6714/20000 [01:19<02:36, 85.01it/s]
  Sampling:  34%|███▎      | 6723/20000 [01:19<02:36, 84.97it/s]
  Sampling:  34%|███▎      | 6732/20000 [01:19<02:36, 84.66it/s]
  Sampling:  34%|███▎      | 6741/20000 [01:19<02:36, 84.71it/s]
  Sampling:  34%|███▍      | 6750/20000 [01:19<02:35, 84.96it/s]
  Sampling:  34%|███▍      | 6759/20000 [01:19<02:36, 84.86it/s]
  Sampling:  34%|███▍      | 6768/20000 [01:19<02:35, 84.91it/s]
  Sampling:  34%|███▍      | 6777/20000 [01:20<02:35, 84.86it/s]
  Sampling:  34%|███▍      | 6786/20000 [01:20<02:36, 84.65it/s]
  Sampling:  34%|███▍      | 6795/20000 [01:20<02:35, 84.86it/s]
  Sampling:  34%|███▍      | 6804/20000 [01:20<02:35, 84.84it/s]
  Sampling:  34%|███▍      | 6813/20000 [01:20<02:35, 84.88it/s]
  Sampling:  34%|███▍      | 6822/20000 [01:20<02:35, 84.72it/s]
  Sampling:  34%|███▍      | 6831/20000 [01:20<02:35, 84.80it/s]
  Sampling:  34%|███▍      | 6840/20000 [01:20<02:35, 84.68it/s]
  Sampling:  34%|███▍      | 6849/20000 [01:20<02:35, 84.63it/s]
  Sampling:  34%|███▍      | 6858/20000 [01:20<02:35, 84.69it/s]
  Sampling:  34%|███▍      | 6867/20000 [01:21<02:35, 84.63it/s]
  Sampling:  34%|███▍      | 6876/20000 [01:21<02:34, 84.77it/s]
  Sampling:  34%|███▍      | 6885/20000 [01:21<02:34, 84.86it/s]
  Sampling:  34%|███▍      | 6894/20000 [01:21<02:34, 85.08it/s]
  Sampling:  35%|███▍      | 6903/20000 [01:21<02:34, 85.02it/s]
  Sampling:  35%|███▍      | 6912/20000 [01:21<02:33, 85.15it/s]
  Sampling:  35%|███▍      | 6921/20000 [01:21<02:33, 84.96it/s]
  Sampling:  35%|███▍      | 6930/20000 [01:21<02:33, 84.92it/s]
  Sampling:  35%|███▍      | 6939/20000 [01:21<02:33, 85.03it/s]
  Sampling:  35%|███▍      | 6948/20000 [01:22<02:33, 85.05it/s]
  Sampling:  35%|███▍      | 6957/20000 [01:22<02:33, 84.98it/s]
  Sampling:  35%|███▍      | 6966/20000 [01:22<02:33, 84.88it/s]
  Sampling:  35%|███▍      | 6975/20000 [01:22<02:33, 84.95it/s]
  Sampling:  35%|███▍      | 6984/20000 [01:22<02:32, 85.60it/s]
  Sampling:  35%|███▍      | 6993/20000 [01:22<02:30, 86.54it/s]
  Sampling:  35%|███▌      | 7002/20000 [01:22<02:30, 86.29it/s]
  Sampling:  35%|███▌      | 7011/20000 [01:22<02:31, 85.91it/s]
  Sampling:  35%|███▌      | 7020/20000 [01:22<02:31, 85.72it/s]
  Sampling:  35%|███▌      | 7029/20000 [01:22<02:32, 85.29it/s]
  Sampling:  35%|███▌      | 7038/20000 [01:23<02:33, 84.53it/s]
  Sampling:  35%|███▌      | 7047/20000 [01:23<02:34, 83.79it/s]
  Sampling:  35%|███▌      | 7056/20000 [01:23<02:34, 84.02it/s]
  Sampling:  35%|███▌      | 7065/20000 [01:23<02:34, 83.49it/s]
  Sampling:  35%|███▌      | 7074/20000 [01:23<02:34, 83.72it/s]
  Sampling:  35%|███▌      | 7083/20000 [01:23<02:33, 84.24it/s]
  Sampling:  35%|███▌      | 7092/20000 [01:23<02:32, 84.39it/s]
  Sampling:  36%|███▌      | 7101/20000 [01:23<02:32, 84.50it/s]
  Sampling:  36%|███▌      | 7110/20000 [01:23<02:32, 84.61it/s]
  Sampling:  36%|███▌      | 7119/20000 [01:24<02:32, 84.70it/s]
  Sampling:  36%|███▌      | 7128/20000 [01:24<02:32, 84.47it/s]
  Sampling:  36%|███▌      | 7137/20000 [01:24<02:32, 84.59it/s]
  Sampling:  36%|███▌      | 7146/20000 [01:24<02:32, 84.50it/s]
  Sampling:  36%|███▌      | 7155/20000 [01:24<02:31, 84.62it/s]
  Sampling:  36%|███▌      | 7164/20000 [01:24<02:32, 84.41it/s]
  Sampling:  36%|███▌      | 7173/20000 [01:24<02:31, 84.47it/s]
  Sampling:  36%|███▌      | 7182/20000 [01:24<02:31, 84.55it/s]
  Sampling:  36%|███▌      | 7191/20000 [01:24<02:33, 83.53it/s]
  Sampling:  36%|███▌      | 7200/20000 [01:25<02:32, 83.95it/s]
  Sampling:  36%|███▌      | 7209/20000 [01:25<02:31, 84.19it/s]
  Sampling:  36%|███▌      | 7218/20000 [01:25<02:31, 84.34it/s]
  Sampling:  36%|███▌      | 7227/20000 [01:25<02:31, 84.31it/s]
  Sampling:  36%|███▌      | 7236/20000 [01:25<02:31, 84.49it/s]
  Sampling:  36%|███▌      | 7245/20000 [01:25<02:30, 84.76it/s]
  Sampling:  36%|███▋      | 7254/20000 [01:25<02:30, 84.72it/s]
  Sampling:  36%|███▋      | 7263/20000 [01:25<02:30, 84.74it/s]
  Sampling:  36%|███▋      | 7272/20000 [01:25<02:30, 84.71it/s]
  Sampling:  36%|███▋      | 7281/20000 [01:25<02:30, 84.67it/s]
  Sampling:  36%|███▋      | 7290/20000 [01:26<02:30, 84.62it/s]
  Sampling:  36%|███▋      | 7299/20000 [01:26<02:30, 84.60it/s]
  Sampling:  37%|███▋      | 7308/20000 [01:26<02:30, 84.57it/s]
  Sampling:  37%|███▋      | 7317/20000 [01:26<02:29, 84.69it/s]
  Sampling:  37%|███▋      | 7326/20000 [01:26<02:29, 84.62it/s]
  Sampling:  37%|███▋      | 7335/20000 [01:26<02:29, 84.66it/s]
  Sampling:  37%|███▋      | 7344/20000 [01:26<02:29, 84.62it/s]
  Sampling:  37%|███▋      | 7353/20000 [01:26<02:29, 84.73it/s]
  Sampling:  37%|███▋      | 7362/20000 [01:26<02:29, 84.73it/s]
  Sampling:  37%|███▋      | 7371/20000 [01:27<02:29, 84.68it/s]
  Sampling:  37%|███▋      | 7380/20000 [01:27<02:28, 84.73it/s]
  Sampling:  37%|███▋      | 7389/20000 [01:27<02:29, 84.56it/s]
  Sampling:  37%|███▋      | 7398/20000 [01:27<02:29, 84.56it/s]
  Sampling:  37%|███▋      | 7407/20000 [01:27<02:29, 84.51it/s]
  Sampling:  37%|███▋      | 7416/20000 [01:27<02:28, 84.60it/s]
  Sampling:  37%|███▋      | 7425/20000 [01:27<02:28, 84.42it/s]
  Sampling:  37%|███▋      | 7434/20000 [01:27<02:28, 84.63it/s]
  Sampling:  37%|███▋      | 7443/20000 [01:27<02:28, 84.66it/s]
  Sampling:  37%|███▋      | 7452/20000 [01:27<02:28, 84.77it/s]
  Sampling:  37%|███▋      | 7461/20000 [01:28<02:28, 84.64it/s]
  Sampling:  37%|███▋      | 7470/20000 [01:28<02:28, 84.55it/s]
  Sampling:  37%|███▋      | 7479/20000 [01:28<02:28, 84.37it/s]
  Sampling:  37%|███▋      | 7488/20000 [01:28<02:28, 84.51it/s]
  Sampling:  37%|███▋      | 7497/20000 [01:28<02:27, 84.75it/s]
  Sampling:  38%|███▊      | 7506/20000 [01:28<02:27, 84.86it/s]
  Sampling:  38%|███▊      | 7515/20000 [01:28<02:27, 84.88it/s]
  Sampling:  38%|███▊      | 7524/20000 [01:28<02:27, 84.80it/s]
  Sampling:  38%|███▊      | 7533/20000 [01:28<02:27, 84.59it/s]
  Sampling:  38%|███▊      | 7542/20000 [01:29<02:27, 84.74it/s]
  Sampling:  38%|███▊      | 7551/20000 [01:29<02:27, 84.34it/s]
  Sampling:  38%|███▊      | 7560/20000 [01:29<02:27, 84.43it/s]
  Sampling:  38%|███▊      | 7569/20000 [01:29<02:27, 84.47it/s]
  Sampling:  38%|███▊      | 7578/20000 [01:29<02:27, 84.30it/s]
  Sampling:  38%|███▊      | 7587/20000 [01:29<02:27, 84.24it/s]
  Sampling:  38%|███▊      | 7596/20000 [01:29<02:28, 83.71it/s]
  Sampling:  38%|███▊      | 7605/20000 [01:29<02:29, 82.76it/s]
  Sampling:  38%|███▊      | 7614/20000 [01:29<02:30, 82.19it/s]
  Sampling:  38%|███▊      | 7623/20000 [01:30<02:29, 82.57it/s]
  Sampling:  38%|███▊      | 7632/20000 [01:30<02:28, 83.24it/s]
  Sampling:  38%|███▊      | 7641/20000 [01:30<02:27, 83.60it/s]
  Sampling:  38%|███▊      | 7650/20000 [01:30<02:26, 84.13it/s]
  Sampling:  38%|███▊      | 7659/20000 [01:30<02:26, 84.22it/s]
  Sampling:  38%|███▊      | 7668/20000 [01:30<02:26, 84.41it/s]
  Sampling:  38%|███▊      | 7677/20000 [01:30<02:25, 84.52it/s]
  Sampling:  38%|███▊      | 7686/20000 [01:30<02:25, 84.43it/s]
  Sampling:  38%|███▊      | 7695/20000 [01:30<02:25, 84.68it/s]
  Sampling:  39%|███▊      | 7704/20000 [01:30<02:25, 84.79it/s]
  Sampling:  39%|███▊      | 7713/20000 [01:31<02:24, 84.83it/s]
  Sampling:  39%|███▊      | 7722/20000 [01:31<02:24, 84.83it/s]
  Sampling:  39%|███▊      | 7731/20000 [01:31<02:24, 84.77it/s]
  Sampling:  39%|███▊      | 7740/20000 [01:31<02:24, 84.62it/s]
  Sampling:  39%|███▊      | 7749/20000 [01:31<02:24, 84.62it/s]
  Sampling:  39%|███▉      | 7758/20000 [01:31<02:24, 84.72it/s]
  Sampling:  39%|███▉      | 7767/20000 [01:31<02:24, 84.81it/s]
  Sampling:  39%|███▉      | 7776/20000 [01:31<02:24, 84.75it/s]
  Sampling:  39%|███▉      | 7785/20000 [01:31<02:24, 84.70it/s]
  Sampling:  39%|███▉      | 7794/20000 [01:32<02:24, 84.67it/s]
  Sampling:  39%|███▉      | 7803/20000 [01:32<02:24, 84.63it/s]
  Sampling:  39%|███▉      | 7812/20000 [01:32<02:23, 84.74it/s]
  Sampling:  39%|███▉      | 7821/20000 [01:32<02:23, 84.75it/s]
  Sampling:  39%|███▉      | 7830/20000 [01:32<02:23, 84.56it/s]
  Sampling:  39%|███▉      | 7839/20000 [01:32<02:23, 84.53it/s]
  Sampling:  39%|███▉      | 7848/20000 [01:32<02:23, 84.58it/s]
  Sampling:  39%|███▉      | 7857/20000 [01:32<02:23, 84.69it/s]
  Sampling:  39%|███▉      | 7866/20000 [01:32<02:23, 84.81it/s]
  Sampling:  39%|███▉      | 7875/20000 [01:33<02:23, 84.54it/s]
  Sampling:  39%|███▉      | 7884/20000 [01:33<02:23, 84.65it/s]
  Sampling:  39%|███▉      | 7893/20000 [01:33<02:22, 84.77it/s]
  Sampling:  40%|███▉      | 7902/20000 [01:33<02:22, 84.89it/s]
  Sampling:  40%|███▉      | 7911/20000 [01:33<02:22, 84.89it/s]
  Sampling:  40%|███▉      | 7920/20000 [01:33<02:22, 84.94it/s]
  Sampling:  40%|███▉      | 7929/20000 [01:33<02:22, 84.90it/s]
  Sampling:  40%|███▉      | 7938/20000 [01:33<02:22, 84.84it/s]
  Sampling:  40%|███▉      | 7947/20000 [01:33<02:22, 84.74it/s]
  Sampling:  40%|███▉      | 7956/20000 [01:33<02:22, 84.59it/s]
  Sampling:  40%|███▉      | 7965/20000 [01:34<02:22, 84.43it/s]
  Sampling:  40%|███▉      | 7974/20000 [01:34<02:22, 84.38it/s]
  Sampling:  40%|███▉      | 7983/20000 [01:34<02:21, 84.64it/s]
  Sampling:  40%|███▉      | 7992/20000 [01:34<02:21, 84.59it/s]
  Sampling:  40%|████      | 8001/20000 [01:34<02:22, 84.41it/s]
  Sampling:  40%|████      | 8010/20000 [01:34<02:22, 84.30it/s]
  Sampling:  40%|████      | 8019/20000 [01:34<02:22, 84.20it/s]
  Sampling:  40%|████      | 8028/20000 [01:34<02:22, 84.26it/s]
  Sampling:  40%|████      | 8037/20000 [01:34<02:22, 84.09it/s]
  Sampling:  40%|████      | 8046/20000 [01:35<02:22, 83.85it/s]
  Sampling:  40%|████      | 8055/20000 [01:35<02:21, 84.41it/s]
  Sampling:  40%|████      | 8064/20000 [01:35<02:21, 84.25it/s]
  Sampling:  40%|████      | 8073/20000 [01:35<02:21, 84.37it/s]
  Sampling:  40%|████      | 8082/20000 [01:35<02:21, 84.37it/s]
  Sampling:  40%|████      | 8091/20000 [01:35<02:20, 84.49it/s]
  Sampling:  40%|████      | 8100/20000 [01:35<02:20, 84.60it/s]
  Sampling:  41%|████      | 8109/20000 [01:35<02:20, 84.74it/s]
  Sampling:  41%|████      | 8118/20000 [01:35<02:20, 84.68it/s]
  Sampling:  41%|████      | 8127/20000 [01:35<02:20, 84.73it/s]
  Sampling:  41%|████      | 8136/20000 [01:36<02:20, 84.57it/s]
  Sampling:  41%|████      | 8145/20000 [01:36<02:20, 84.52it/s]
  Sampling:  41%|████      | 8154/20000 [01:36<02:20, 84.51it/s]
  Sampling:  41%|████      | 8163/20000 [01:36<02:20, 84.51it/s]
  Sampling:  41%|████      | 8172/20000 [01:36<02:20, 84.45it/s]
  Sampling:  41%|████      | 8181/20000 [01:36<02:19, 84.53it/s]
  Sampling:  41%|████      | 8190/20000 [01:36<02:20, 84.08it/s]
  Sampling:  41%|████      | 8199/20000 [01:36<02:21, 83.20it/s]
  Sampling:  41%|████      | 8208/20000 [01:36<02:23, 82.22it/s]
  Sampling:  41%|████      | 8217/20000 [01:37<02:24, 81.72it/s]
  Sampling:  41%|████      | 8226/20000 [01:37<02:22, 82.57it/s]
  Sampling:  41%|████      | 8235/20000 [01:37<02:21, 83.14it/s]
  Sampling:  41%|████      | 8244/20000 [01:37<02:20, 83.63it/s]
  Sampling:  41%|████▏     | 8253/20000 [01:37<02:20, 83.86it/s]
  Sampling:  41%|████▏     | 8262/20000 [01:37<02:19, 83.87it/s]
  Sampling:  41%|████▏     | 8271/20000 [01:37<02:19, 84.16it/s]
  Sampling:  41%|████▏     | 8280/20000 [01:37<02:19, 84.14it/s]
  Sampling:  41%|████▏     | 8289/20000 [01:37<02:18, 84.26it/s]
  Sampling:  41%|████▏     | 8298/20000 [01:38<02:18, 84.43it/s]
  Sampling:  42%|████▏     | 8307/20000 [01:38<02:19, 83.92it/s]
  Sampling:  42%|████▏     | 8316/20000 [01:38<02:19, 84.00it/s]
  Sampling:  42%|████▏     | 8325/20000 [01:38<02:18, 84.17it/s]
  Sampling:  42%|████▏     | 8334/20000 [01:38<02:18, 84.25it/s]
  Sampling:  42%|████▏     | 8343/20000 [01:38<02:18, 84.21it/s]
  Sampling:  42%|████▏     | 8352/20000 [01:38<02:17, 84.60it/s]
  Sampling:  42%|████▏     | 8361/20000 [01:38<02:17, 84.53it/s]
  Sampling:  42%|████▏     | 8370/20000 [01:38<02:17, 84.51it/s]
  Sampling:  42%|████▏     | 8379/20000 [01:38<02:17, 84.49it/s]
  Sampling:  42%|████▏     | 8388/20000 [01:39<02:17, 84.63it/s]
  Sampling:  42%|████▏     | 8397/20000 [01:39<02:17, 84.48it/s]
  Sampling:  42%|████▏     | 8406/20000 [01:39<02:17, 84.61it/s]
  Sampling:  42%|████▏     | 8415/20000 [01:39<02:16, 84.72it/s]
  Sampling:  42%|████▏     | 8424/20000 [01:39<02:16, 84.89it/s]
  Sampling:  42%|████▏     | 8433/20000 [01:39<02:16, 84.97it/s]
  Sampling:  42%|████▏     | 8442/20000 [01:39<02:15, 85.00it/s]
  Sampling:  42%|████▏     | 8451/20000 [01:39<02:15, 84.93it/s]
  Sampling:  42%|████▏     | 8460/20000 [01:39<02:15, 84.90it/s]
  Sampling:  42%|████▏     | 8469/20000 [01:40<02:15, 84.80it/s]
  Sampling:  42%|████▏     | 8478/20000 [01:40<02:15, 84.76it/s]
  Sampling:  42%|████▏     | 8487/20000 [01:40<02:15, 84.77it/s]
  Sampling:  42%|████▏     | 8496/20000 [01:40<02:15, 84.60it/s]
  Sampling:  43%|████▎     | 8505/20000 [01:40<02:15, 84.56it/s]
  Sampling:  43%|████▎     | 8514/20000 [01:40<02:16, 84.43it/s]
